row_number,year,unc_status,comp_major,primary_major,data_science,prereqs,prior_exp,AP_Principles,AP_A,other_comp,prior_time,languages,section,in_person_classes,hours_online_social,hours_online_work,lesson_time,sync_perf,all_sync,own_notes,own_examples,oh_visits,ls_effective,lsqs_effective,programming_effective,qz_effective,oh_effective,tutoring_effective,kaki_effective,pace,difficulty,understanding,interesting,valuable,would_recommend
6,22,Returning UNC Student,No,"Peace, War, and Defense",No,MATH 129P,2-6 months,Yes,No,UNC,None to less than one month!,"Python, R / Matlab / SAS",In-Person,,3 to 5 hours,3 to 5 hours,6,2,1,7,5,0,7,6,7,7,,,,5,4,6,6,6,6
7,23,Returning UNC Student,No,"Peace, War, and Defense",No,MATH 129P,None to less than one month!,,,,,,In-Person,,3 to 5 hours,0 to 2 hours,7,2,1,7,6,1,6,4,5,2,5,,,5,6,3,6,6,4
8,24,Returning UNC Student,Yes - Minor,"Peace, War, and Defense",No,STOR 151,None to less than one month!,,,,,,Remote,Yes,3 to 5 hours,10+ hours,1,3,2,7,6,0,4,5,5,5,,,7,7,5,3,7,7,4
9,24,Returning UNC Student,No,"Peace, War, and Defense",No,"MATH 129P, STOR 151",None to less than one month!,,,,,,In-Person,,3 to 5 hours,10+ hours,7,1,1,7,5,1,4,5,4,6,,,,6,6,3,6,7,3
10,24,Returning UNC Student,No,"Peace, War, and Defense",No,"MATH 130, MATH 231",None to less than one month!,,,,,,Remote,Yes,3 to 5 hours,5 to 10 hours,2,5,5,7,4,0,4,5,6,4,,,,5,6,3,5,6,5
11,24,Returning UNC Student,No,Physics,No,"MATH 129P, MATH 231, MATH 232, MATH 233, STOR 151",2-6 months,Yes,No,UNC,1 month or so,"Python, R / Matlab / SAS",In-Person,,,,7,7,4,7,6,3,7,7,7,7,7,5,,5,4,5,7,7,7
12,24,Returning UNC Student,Yes - BS,Physics,No,"MATH 129P, MATH 231, MATH 232, MATH 233, STOR 155",None to less than one month!,,,,,,Remote,Yes,3 to 5 hours,5 to 10 hours,1,1,1,4,6,0,6,6,7,3,,,6,4,4,6,7,7,7
13,25,Incoming First-year Student,Yes - BA,Physics,No,"MATH 231, MATH 232, MATH 233",None to less than one month!,,,,,,In-Person,,3 to 5 hours,3 to 5 hours,7,3,3,4,4,2,1,5,6,5,,,6,4,5,4,6,7,7
14,23,Incoming Transfer Student,Yes - BA,Physics,No,"MATH 231, MATH 232, MATH 233",2-6 months,No,No,Another college or community college,None to less than one month!,"Python, Java / C#, HTML / CSS",Remote,Yes,3 to 5 hours,0 to 2 hours,6,3,1,3,7,0,5,3,7,2,,,,4,1,7,7,7,7
15,22,Returning UNC Student,No,Political Science,No,PSYC 210,None to less than one month!,,,,,,Remote,Yes,0 to 2 hours,5 to 10 hours,2,1,1,7,7,1,7,5,6,1,7,,,7,7,2,7,1,4
16,24,Returning UNC Student,No,Political Science,No,"MATH 129P, STOR 113",None to less than one month!,,,,,,In-Person,,5 to 10 hours,0 to 2 hours,4,3,2,5,2,1,3,5,3,5,,,6,7,6,3,6,4,4
17,23,Returning UNC Student,No,Political Science,No,"MATH 129P, MATH 231",2-6 months,No,No,UNC,None to less than one month!,"Python, R / Matlab / SAS",In-Person,,3 to 5 hours,5 to 10 hours,2,4,2,6,4,0,6,5,5,6,,,,4,5,4,6,7,6
18,24,Returning UNC Student,Yes - BA,Political Science,No,"MATH 129P, MATH 231",Over 2 years,Yes,Yes,On-line course,1-2 years,"Python, Java / C#, C / C++, JavaScript / TypeScript, R / Matlab / SAS, HTML / CSS",In-Person,,5 to 10 hours,3 to 5 hours,1,3,3,7,5,0,5,3,6,2,,,,5,4,5,5,6,6
19,24,Returning UNC Student,No,Political Science,No,MATH 129P,None to less than one month!,,,,,,In-Person,,3 to 5 hours,3 to 5 hours,6,4,3,5,6,1,6,2,5,5,5,5,6,7,7,3,6,6,4
20,23,Returning UNC Student,Yes - BA,Psychology,No,"MATH 130, MATH 231, PSYC 210, STOR 155",7-12 months,No,No,Another college or community college,1 month or so,"Python, Java / C#",Remote,Yes,10+ hours,5 to 10 hours,3,4,3,7,7,1,5,4,7,1,6,7,4,6,4,4,7,7,6
21,24,Returning UNC Student,Yes - Minor,Psychology,No,"MATH 129P, MATH 231",None to less than one month!,,,,,,In-Person,,0 to 2 hours,3 to 5 hours,5,4,4,7,3,0,5,2,6,5,4,4,4,6,6,4,6,6,5
22,22,Returning UNC Student,No,Psychology,No,"MATH 130, PSYC 210, STOR 151",None to less than one month!,,,,,,Remote,Yes,3 to 5 hours,5 to 10 hours,4,4,1,7,2,1,7,7,4,6,7,7,7,7,6,4,7,2,7
23,24,Returning UNC Student,No,Psychology,No,MATH 130,None to less than one month!,,,,,,In-Person,,0 to 2 hours,5 to 10 hours,7,4,4,7,5,2,4,6,7,4,7,,7,5,6,3,5,3,4
24,24,Returning UNC Student,No,Psychology,No,"MATH 130, MATH 231",None to less than one month!,,,,,,Remote,Yes,0 to 2 hours,5 to 10 hours,2,5,3,6,1,1,6,1,1,1,3,4,4,7,7,3,1,1,3
25,21,Returning UNC Student,No,Psychology,No,"MATH 129P, PSYC 210",None to less than one month!,,,,,,Remote,Yes,3 to 5 hours,10+ hours,6,1,1,7,4,1,7,3,4,4,,,6,7,6,5,5,5,5
26,23,Returning UNC Student,No,Psychology,No,"MATH 130, MATH 231",None to less than one month!,,,,,,,Yes,3 to 5 hours,5 to 10 hours,6,1,1,7,5,1,7,7,7,4,,,7,4,5,4,5,3,7
27,23,Returning UNC Student,No,Psychology,No,"MATH 130, MATH 231",None to less than one month!,,,,,,In-Person,,5 to 10 hours,5 to 10 hours,6,5,2,5,2,2,6,5,5,5,,,5,6,6,2,6,6,4
1,24,Incoming Transfer Student,No,Psychology,No,STOR 155,None to less than one month!,,,,,,,Yes,3 to 5 hours,5 to 10 hours,6,7,7,6,7,0,3,2,7,7,,,5,7,7,5,6,5,5
3,23,Returning UNC Student,No,Psychology,No,"MATH 130, MATH 231, PSYC 210",None to less than one month!,,,,,,,Yes,3 to 5 hours,5 to 10 hours,6,2,4,7,4,2,5,5,7,5,7,4,7,7,7,4,5,2,4
4,22,Returning UNC Student,No,Psychology,No,"PSYC 210, STOR 155",None to less than one month!,,,,,,,Yes,3 to 5 hours,5 to 10 hours,1,3,3,5,3,1,7,3,7,3,,,7,7,7,2,6,6,6
5,24,Returning UNC Student,No,Psychology,No,"MATH 129P, MATH 231, STOR 112 - Decision Models for Business",7-12 months,Yes,No,High school course (IB or other),None to less than one month!,"JavaScript / TypeScript, HTML / CSS",In-Person,Yes,5 to 10 hours,5 to 10 hours,4,4,4,5,4,0,4,4,4,4,4,4,4,5,5,2,4,4,3
6,24,Returning UNC Student,No,Psychology,No,"MATH 130, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,,Yes,3 to 5 hours,5 to 10 hours,3,5,5,7,2,0,6,5,6,6,,,7,5,4,5,5,3,7
7,25,Incoming First-year Student,No,Psychology,Maybe,"MATH 130, MATH 152",2-6 months,No,No,I did not take any formally taught class,2-6 months,HTML / CSS,Remote,Yes,0 to 2 hours,5 to 10 hours,1,7,7,7,7,2,4,5,6,4,4,,,7,6,2,6,7,5
8,25,Incoming First-year Student,No,Psychology,No,"MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,Remote,Yes,0 to 2 hours,5 to 10 hours,7,1,1,7,4,1,5,6,5,7,5,7,7,6,7,2,7,7,4
9,21,Returning UNC Student,No,Psychology,No,MATH 130,None to less than one month!,,,,,,Remote,Yes,0 to 2 hours,5 to 10 hours,1,3,1,7,2,4,4,5,5,2,,3,4,7,7,2,4,2,3
10,21,Returning UNC Student,No,Psychology,No,"MATH 129P, MATH 130, MATH 231, PSYC 210",None to less than one month!,,,,,,Remote,Yes,5 to 10 hours,3 to 5 hours,7,7,7,5,6,2,7,7,7,7,7,7,7,7,5,5,7,7,7
11,22,Returning UNC Student,No,Psychology,No,"MATH 231, PSYC 210, STOR 155",2-6 months,No,No,"no formally taught class, friend attempted to teach me the basics 2 summers ago",1 month or so,Python,Remote,Yes,0 to 2 hours,5 to 10 hours,4,1,1,5,4,0,5,5,5,1,,,,5,6,3,1,2,2
12,23,Returning UNC Student,No,Psychology,No,"MATH 130, MATH 231, STOR 155",None to less than one month!,,,,,,In-Person,,5 to 10 hours,5 to 10 hours,5,4,4,7,1,3,7,6,7,6,5,,5,6,5,4,7,7,6
13,24,Returning UNC Student,No,Psychology,No,STOR 113,None to less than one month!,,,,,,In-Person,,5 to 10 hours,5 to 10 hours,5,2,2,7,2,2,6,6,6,6,7,6,7,4,6,2,6,6,6
14,21,Returning UNC Student,No,Psychology,No,"MATH 231, PSYC 210",2-6 months,No,No,No,None to less than one month!,"Python, JavaScript / TypeScript",In-Person,,3 to 5 hours,3 to 5 hours,6,5,5,7,5,0,5,7,5,5,,,7,6,6,4,7,7,6
15,24,Returning UNC Student,No,Psychology,No,PSYC 210,None to less than one month!,,,,,,In-Person,,3 to 5 hours,3 to 5 hours,4,4,2,7,4,1,7,5,5,6,7,7,6,5,5,5,6,7,6
16,23,Returning UNC Student,No,Psychology,No,"MATH 130, MATH 231, STOR 120",None to less than one month!,,,,,,In-Person,,5 to 10 hours,0 to 2 hours,6,3,3,4,5,4,5,5,5,5,6,4,4,6,5,4,5,4,4
17,23,Incoming Transfer Student,No,Psychology,No,STOR 155,None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,2,2,3,7,1,3,6,6,6,6,6,7,6,6,6,3,6,6,6
18,23,Returning UNC Student,No,Psychology,No,"MATH 130, MATH 231, PSYC 210",None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,2,4,3,7,7,1,7,7,7,7,4,,,7,4,4,5,5,5
19,22,Returning UNC Student,No,Psychology,No,MATH 231,None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,3,1,1,7,6,3,7,7,3,3,,,,7,7,1,1,1,1
20,22,Returning UNC Student,No,Psychology,No,MATH 231,None to less than one month!,,,,,,In-Person,,3 to 5 hours,10+ hours,6,6,6,6,3,2,3,4,4,4,5,5,7,7,5,2,4,5,2
21,23,Returning UNC Student,No,Psychology,No,"MATH 129P, MATH 130, MATH 231",None to less than one month!,,,,,,In-Person,,3 to 5 hours,3 to 5 hours,4,2,3,6,6,2,7,7,7,7,,,,7,6,1,5,4,5
22,23,Returning UNC Student,No,Psychology,No,"MATH 129P, MATH 130, MATH 231, MATH 232, MATH 233, MATH 381",None to less than one month!,,,,,,In-Person,,3 to 5 hours,3 to 5 hours,1,3,1,2,4,0,4,2,7,4,,,,5,3,6,7,7,4
23,23,Returning UNC Student,No,Psychology,No,"MATH 129P, MATH 210, STOR 151",None to less than one month!,,,,,,Remote,Yes,0 to 2 hours,10+ hours,6,4,4,7,5,3,3,5,3,5,6,3,5,7,7,2,3,4,2
24,22,Returning UNC Student,No,Psychology,No,MATH 129P,None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,4,4,2,6,1,5,1,1,1,1,1,1,1,7,7,1,1,1,1
25,23,Returning UNC Student,No,Psychology,Maybe,"MATH 130, PSYC 210",None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,6,7,7,7,7,3,6,3,6,2,3,3,7,7,7,1,7,7,2
26,23,Returning UNC Student,No,Psychology,No,"MATH 130, MATH 231, PSYC 210",None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,3,3,3,5,3,2,5,6,5,3,6,,,4,5,4,5,4,4
27,24,Returning UNC Student,No,Psychology,No,STOR 155,None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,7,5,5,6,4,2,4,4,5,5,5,5,5,7,7,2,3,5,4
28,22,Returning UNC Student,No,Psychology,No,"MATH 129P, MATH 231, PSYC 210, STOR 151",None to less than one month!,,,,,,Remote,Yes,3 to 5 hours,5 to 10 hours,4,1,1,3,2,0,7,5,5,5,,,,4,4,5,7,7,7
29,23,Returning UNC Student,Yes - Minor,Psychology,Maybe,"MATH 232, PSYC 210",2-6 months,No,No,UNC,2-6 months,Python,Remote,Yes,3 to 5 hours,3 to 5 hours,5,3,2,5,7,0,7,7,7,6,,,,4,2,6,7,7,7
30,23,Incoming Transfer Student,No,Psychology,No,"MATH 231, MATH 232",None to less than one month!,,,,,,Remote,Yes,5 to 10 hours,5 to 10 hours,3,7,7,7,7,0,6,6,6,5,,,,7,7,4,7,7,7
31,22,Returning UNC Student,No,Psychology,No,PSYC 210,None to less than one month!,,,,,,Remote,Yes,3 to 5 hours,10+ hours,5,5,4,6,5,5,5,5,5,5,7,6,6,7,7,2,5,5,5
32,24,Returning UNC Student,No,Psychology ,No,"MATH 129P, MATH 130, MATH 231",None to less than one month!,,,,,,,Yes,0 to 2 hours,5 to 10 hours,7,6,5,7,4,1,4,5,3,4,,,,6,6,3,4,4,4
33,23,Returning UNC Student,No,Psychology ,No,"MATH 130, PSYC 210",None to less than one month!,,,,,,,Yes,5 to 10 hours,5 to 10 hours,7,1,1,7,7,5,6,7,4,6,7,7,7,7,7,1,4,2,2
34,22,Returning UNC Student,No,Psychology ,No,"MATH 130, STOR 155",None to less than one month!,,,,,,Remote,Yes,5 to 10 hours,3 to 5 hours,5,3,3,7,5,5,7,7,2,7,7,7,6,6,7,3,2,2,3
35,23,Returning UNC Student,No,Psychology ,No,"MATH 130, MATH 231, PSYC 210",None to less than one month!,,,,,,In-Person,,3 to 5 hours,3 to 5 hours,4,6,2,5,2,3,1,5,3,4,5,,,4,6,4,3,1,1
36,23,Returning UNC Student,No,Psychology ,No,"MATH 130, MATH 231",None to less than one month!,,,,,,In-Person,,3 to 5 hours,3 to 5 hours,2,5,3,1,1,2,5,3,3,4,4,4,4,6,7,1,1,2,1
37,22,Returning UNC Student,No,Psychology ,No,"MATH 130, PSYC 210",None to less than one month!,,,,,,In-Person,,10+ hours,10+ hours,6,1,1,7,1,3,3,1,5,5,,7,7,7,7,1,4,5,1
38,24,Returning UNC Student,No,Psychology ,Maybe,"MATH 129P, MATH 231",None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,3,4,5,7,4,0,6,6,6,6,,,7,5,5,4,7,4,5
39,24,Returning UNC Student,No,Psychology ,No,STOR 155,None to less than one month!,,,,,,In-Person,,3 to 5 hours,3 to 5 hours,5,6,5,7,6,3,5,6,5,6,,,7,6,7,4,7,6,4
40,23,Returning UNC Student,No,Psychology ,No,PSYC 210,None to less than one month!,,,,,,In-Person,,5 to 10 hours,3 to 5 hours,5,3,3,7,5,2,7,7,5,5,7,7,7,5,7,3,6,6,6
41,23,Returning UNC Student,No,Psychology ,No,"MATH 231, PSYC 210, STOR 151",None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,3,2,2,6,3,2,4,4,4,2,5,4,6,7,5,4,3,3,3
42,22,Returning UNC Student,No,Psychology ,No,"MATH 231, PSYC 210, STOR 155",None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,5,6,5,7,4,0,6,4,5,5,,,6,6,6,3,6,6,4
43,24,Returning UNC Student,No,Psychology ,No,"MATH 129P, STOR 151",None to less than one month!,,,,,,In-Person,,5 to 10 hours,3 to 5 hours,2,3,3,6,3,1,5,3,3,2,7,,,5,5,3,7,6,5
44,23,Incoming Transfer Student,No,Psychology ,No,PSYC 210,None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,3,1,1,7,5,1,7,6,7,5,6,,7,5,6,4,7,7,7
45,24,Returning UNC Student,No,Psychology ,No,PSYC 210,None to less than one month!,,,,,,,Yes,3 to 5 hours,3 to 5 hours,6,2,1,7,3,3,5,5,6,6,5,,6,6,7,2,4,2,4
46,24,Returning UNC Student,No,Psychology ,No,"MATH 129P, MATH 231, PSYC 210",None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,4,7,7,7,2,2,6,7,7,5,4,,,5,6,3,4,6,7
47,22,Returning UNC Student,No,Psychology ,No,"MATH 130, PSYC 210",None to less than one month!,,,,,,In-Person,,3 to 5 hours,3 to 5 hours,4,2,1,5,3,2,4,5,5,5,7,4,5,6,6,3,4,2,3
48,24,Returning UNC Student,No,Psychology ,Maybe,"MATH 129P, MATH 231, MATH 232, STOR 151, STOR 155",2-6 months,Yes,No,High school course (IB or other),2-6 months,"Python, HTML / CSS",Remote,Yes,0 to 2 hours,5 to 10 hours,3,5,6,6,5,0,5,5,7,7,,,5,6,5,5,5,6,5
49,22,Returning UNC Student,No,Psychology ,No,"MATH 129P, PSYC 210, STOR 151",None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,3,3,2,6,5,1,6,6,6,6,,,,6,6,4,6,5,5
50,22,Returning UNC Student,No,Psychology ,No,"MATH 129P, MATH 231, PSYC 210, STOR 155",None to less than one month!,,,,,,In-Person,,3 to 5 hours,3 to 5 hours,1,2,1,7,5,0,5,6,4,7,,,,7,6,3,4,4,3
51,24,Returning UNC Student,No,Psychology ,No,STOR 151,None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,5,1,1,7,4,5,3,3,3,1,4,,6,7,7,1,2,1,6
52,23,Returning UNC Student,No,Psychology ,No,"MATH 129P, STOR 120",None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,6,1,1,7,5,0,4,4,7,6,,,3,5,4,5,7,6,5
53,23,Returning UNC Student,No,Psychology ,No,"MATH 129P, MATH 130, PSYC 210, STOR 151",None to less than one month!,,,,,,In-Person,,0 to 2 hours,3 to 5 hours,5,6,5,6,5,2,4,5,1,3,4,4,5,6,7,2,6,1,2
54,23,Returning UNC Student,No,Psychology ,No,"MATH 129P, MATH 231, MATH 232, PSYC 210",None to less than one month!,,,,,,,Yes,0 to 2 hours,10+ hours,6,4,4,5,4,3,4,4,4,4,5,,5,7,7,1,4,6,4
55,24,Returning UNC Student,Yes - Minor,Psychology ,No,"MATH 129P, MATH 231, PHIL 155, PSYC 210, STOR 151",None to less than one month!,,,,,,Remote,Yes,3 to 5 hours,5 to 10 hours,3,7,7,6,6,1,6,7,7,5,6,5,,6,5,3,7,6,5
56,22,Returning UNC Student,No,Psychology ,No,"MATH 130, PSYC 210, PSYC 215, STOR 155",None to less than one month!,,,,,,Remote,Yes,3 to 5 hours,3 to 5 hours,4,5,5,6,3,3,5,7,7,6,7,7,6,6,6,3,6,6,5
57,23,Returning UNC Student,No,Psychology ,No,"MATH 231, PSYC 210",None to less than one month!,,,,,,Remote,Yes,0 to 2 hours,5 to 10 hours,5,6,6,7,3,1,5,5,6,6,5,3,6,5,4,4,5,6,5
58,24,Returning UNC Student,No,Psychology ,No,MATH 130,None to less than one month!,,,,,,In-Person,,3 to 5 hours,3 to 5 hours,2,1,1,5,7,0,7,4,6,4,,,6,4,3,7,7,5,7
59,22,Returning UNC Student,No,Psychology ,No,"MATH 231, PSYC 210, PSYC 215",None to less than one month!,,,,,,Remote,Yes,3 to 5 hours,5 to 10 hours,6,7,7,7,4,2,2,4,3,2,5,5,5,7,7,1,5,3,2
60,23,Returning UNC Student,No,Psychology ,No,"MATH 130, PSYC 210",None to less than one month!,,,,,,Remote,Yes,3 to 5 hours,3 to 5 hours,5,1,1,7,2,2,7,7,5,5,,,,5,5,5,3,4,4
61,22,Returning UNC Student,No,Psychology ,No,"PSYC 210, PSYC 215, STOR 151",2-6 months,No,No,No other formal programming class,None to less than one month!,Python,In-Person,,3 to 5 hours,3 to 5 hours,5,4,4,6,5,0,7,6,7,6,,,,5,5,5,5,5,6
62,23,Returning UNC Student,No,Psychology ,No,MATH 130,None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,7,3,1,7,7,2,5,6,4,5,7,6,6,5,5,5,7,5,7
63,22,Returning UNC Student,No,Psychology ,No,"MATH 129P, MATH 130, MATH 231, PSYC 210",None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,7,6,6,7,5,1,7,6,7,5,5,5,7,5,6,4,5,4,4
64,22,Returning UNC Student,No,Psychology ,No,"MATH 129P, MATH 231",None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,5,3,3,7,5,5,5,5,4,1,3,,6,7,7,2,4,4,2
65,24,Returning UNC Student,No,Psychology ,No,MATH 130,2-6 months,Yes,No,High school course (IB or other),None to less than one month!,"Python, Scratch",Remote,Yes,5 to 10 hours,5 to 10 hours,2,3,4,5,4,2,5,7,5,3,,,,6,6,2,5,4,4
66,24,Returning UNC Student,No,Psychology ,No,MATH 130,None to less than one month!,,,,,,,Yes,3 to 5 hours,5 to 10 hours,5,3,1,7,3,2,6,6,4,5,3,,5,5,6,4,7,6,5
67,24,Returning UNC Student,No,Psychology ,No,MATH 130,None to less than one month!,,,,,,In-Person,,3 to 5 hours,3 to 5 hours,2,2,1,7,5,5,7,4,4,6,,,5,7,7,1,7,7,7
68,22,Returning UNC Student,No,Psychology ,Maybe,"MATH 130, MATH 231",None to less than one month!,,,,,,Remote,Yes,3 to 5 hours,3 to 5 hours,6,1,1,6,5,1,6,2,6,6,6,,3,6,4,5,6,7,4
69,24,Returning UNC Student,No,Public Health,Maybe,"MATH 129P, MATH 231, MATH 381, STOR 155",None to less than one month!,,,,,,,Yes,3 to 5 hours,5 to 10 hours,7,3,1,4,3,0,7,7,7,7,6,6,7,5,5,4,7,7,7
70,25,Incoming First-year Student,No,Public Health,Maybe,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232",2-6 months,No,No,Summer class,None to less than one month!,"Python, Java / C#",In-Person,,3 to 5 hours,3 to 5 hours,7,2,2,7,5,2,7,7,7,6,,,6,4,5,5,7,7,7
71,25,Incoming First-year Student,No,Public Health,Maybe,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232",None to less than one month!,,,,,,In-Person,,3 to 5 hours,3 to 5 hours,5,2,2,7,5,2,7,7,7,5,,,5,4,5,5,7,7,7
72,24,Returning UNC Student,No,Public Policy,No,"MATH 129P, MATH 231, MATH 232",None to less than one month!,,,,,,,Yes,3 to 5 hours,5 to 10 hours,2,6,5,6,7,1,5,2,6,6,,,5,4,6,3,5,5,4
73,23,Returning UNC Student,No,Public Policy,No,"MATH 129P, MATH 231, PSYC 210, STOR 155",None to less than one month!,,,,,,In-Person,,5 to 10 hours,3 to 5 hours,7,2,1,4,3,1,5,5,7,5,5,4,4,5,5,3,3,2,4
74,22,Returning UNC Student,No,Public Policy,No,PSYC 210,2-6 months,No,No,UNC,None to less than one month!,Stata (?),In-Person,,0 to 2 hours,5 to 10 hours,7,5,3,7,4,2,7,5,7,7,7,7,6,5,5,4,7,6,7
75,24,Returning UNC Student,Yes - Minor,Public Policy,Maybe,"MATH 129P, MATH 152, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,In-Person,,5 to 10 hours,5 to 10 hours,1,3,6,7,2,2,7,4,7,2,7,,7,7,6,3,7,7,6
76,23,Returning UNC Student,No,Sociology,No,MATH 129P,None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,4,5,5,7,5,0,3,6,7,7,,,,6,5,4,7,5,5
77,24,Returning UNC Student,Yes - Minor,Spanish,No,MATH 231,None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,3,2,1,7,7,1,7,6,7,5,7,,,4,5,6,7,7,7
78,24,Returning UNC Student,No,Statistics,Maybe,"MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,,Yes,3 to 5 hours,5 to 10 hours,5,1,1,7,5,0,7,4,7,3,,,7,4,2,7,7,7,7
79,24,Returning UNC Student,No,Statistics,No,"MATH 231, MATH 232, STOR 151",None to less than one month!,,,,,,Remote,Yes,0 to 2 hours,5 to 10 hours,6,2,3,7,4,1,6,4,6,4,7,,6,4,5,6,4,5,6
80,24,Incoming Transfer Student,Yes - Minor,Statistics,Maybe,"MATH 129P, MATH 130, MATH 152, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,In-Person,,5 to 10 hours,3 to 5 hours,7,5,5,5,5,2,3,4,7,1,5,5,4,6,4,4,6,6,5
81,25,Incoming First-year Student,Yes - Minor,Statistics,Maybe,"MATH 129P, MATH 130, MATH 231, MATH 232, MATH 233",None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,7,5,5,7,5,2,6,7,6,4,4,,7,5,5,4,5,7,6
82,24,Returning UNC Student,No,Statistics,Maybe,"MATH 130, STOR 155",None to less than one month!,,,,,,In-Person,,0 to 2 hours,3 to 5 hours,6,3,3,6,4,2,7,7,5,6,4,4,7,6,6,4,6,4,3
83,24,Returning UNC Student,No,Statistics,No,"MATH 231, MATH 232, MATH 233, MATH 381, STOR 155",None to less than one month!,,,,,,In-Person,,0 to 2 hours,3 to 5 hours,6,4,4,6,5,0,5,6,6,6,,,7,5,6,5,5,7,6
84,22,Returning UNC Student,No,Statistics,No,"MATH 129P, MATH 231, MATH 232, MATH 233, MATH 347 for Applications, MATH 381, STOR 155",7-12 months,No,No,UNC,1 month or so,"Python, R / Matlab / SAS",In-Person,,3 to 5 hours,0 to 2 hours,6,1,2,4,6,0,7,3,7,4,6,,,4,2,6,7,6,7
85,24,Incoming Transfer Student,Yes - Minor,Statistics,Maybe,"MATH 231, MATH 232, STOR 155",2-6 months,Yes,No,Another college or community college,None to less than one month!,"Python, Java / C#, R / Matlab / SAS",Remote,Yes,0 to 2 hours,3 to 5 hours,2,5,6,6,3,2,6,6,6,6,6,6,,5,5,6,6,6,6
86,22,Incoming Transfer Student,No,Statistics ,Maybe,"MATH 232, MATH 233",None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,6,2,3,5,5,1,6,6,5,4,6,5,7,5,5,5,7,6,6
87,24,Returning UNC Student,No,Statistics ,Maybe,"MATH 231, MATH 232, MATH 233, STOR 155",None to less than one month!,,,,,,In-Person,,0 to 2 hours,3 to 5 hours,7,6,6,6,3,1,6,6,5,5,6,,,4,6,3,5,6,7
88,23,Incoming Transfer Student,No,Statistics ,Maybe,"MATH 129P, MATH 231, MATH 232, MATH 233, MATH 347 for Applications, STOR 155",None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,7,3,2,7,5,1,7,5,7,7,7,7,6,5,5,6,6,7,7
89,24,Returning UNC Student,No,Statistics ,Maybe,"MATH 129P, MATH 130, MATH 231, STOR 155",None to less than one month!,,,,,,In-Person,,0 to 2 hours,3 to 5 hours,4,4,4,4,4,1,2,5,5,5,7,7,3,5,4,4,7,7,7
90,24,Returning UNC Student,No,Statistics ,No,"MATH 231, MATH 232",None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,4,2,1,7,4,0,5,4,7,6,4,4,7,5,5,6,7,7,7
91,24,Returning UNC Student,No,Statistics ,Maybe,STOR 155,2-6 months,No,No,no,None to less than one month!,Python,In-Person,,3 to 5 hours,3 to 5 hours,4,3,3,6,4,0,7,7,6,5,,,,5,4,4,5,6,7
92,24,Returning UNC Student,No,Statistics ,Maybe,"MATH 129P, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,In-Person,,3 to 5 hours,5 to 10 hours,5,2,2,5,3,1,5,4,4,3,,5,6,5,5,3,4,6,6
93,25,Incoming First-year Student,No,Statistics ,Yes,MATH 129P,2-6 months,No,No,On-line course,None to less than one month!,Python,Remote,No,0 to 2 hours,5 to 10 hours,2,2,4,7,4,1,7,6,7,7,7,,7,4,5,6,7,7,7
94,22,Returning UNC Student,No,Statistics ,No,"MATH 129P, MATH 231, MATH 232, MATH 233, MATH 347 for Applications, STOR 120, STOR 151, STOR 155",7-12 months,No,No,No,1 month or so,"Python, R / Matlab / SAS, SQL",Remote,Yes,0 to 2 hours,5 to 10 hours,5,1,1,7,3,1,6,6,7,6,7,,6,4,4,6,6,7,7
